Period,Address,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Latitude,Longitude
2004-7-7T23:0:0,sheffield,47.9,53.2,50.4,47.4,89.65,,20.9,,55.6,0.6,8,,12.8,,1009.5,53.38311,-1.46455
2004-7-8T23:0:0,sheffield,46.7,59.3,52.1,44.9,77.38,,10.9,,318.24,0,0,,16.9,,1013,53.38311,-1.46455
2004-7-9T23:0:0,sheffield,47.1,57.6,51.9,47.4,85.08,,12.6,,256,0,0,,10.4,,1013.7,53.38311,-1.46455
2004-7-10T23:0:0,sheffield,49.5,56.3,53,48.7,85.73,,9.2,,292.8,0.1,8,,11.5,,1012.7,53.38311,-1.46455
2004-7-11T23:0:0,sheffield,51.5,59.4,54.9,49.2,81.72,,9.9,,298.4,0,0,,14.7,,1015.3,53.38311,-1.46455
2004-7-12T23:0:0,sheffield,46.4,66.3,56.1,46.9,73.07,,10.3,,288.32,0,0,,16.8,,1017.2,53.38311,-1.46455
2004-7-13T23:0:0,sheffield,53.7,64.6,59.5,54.2,83,,18,,261.79,0.2,8,,12,,1014.1,53.38311,-1.46455
2004-7-14T23:0:0,sheffield,56.7,62.3,59.2,57.2,93.31,,6.9,,243.04,0.4,12,,5.9,,1013.8,53.38311,-1.46455
2004-7-15T23:0:0,sheffield,55.5,64.5,59.3,56.1,89.5,,9.2,,235.56,0.1,8,,7.6,,1012.5,53.38311,-1.46455
2004-7-16T23:0:0,sheffield,53.7,63.6,58.7,54.2,85.22,,12.1,,217.2,0.2,8,,12.2,,1010.3,53.38311,-1.46455
2004-7-17T23:0:0,sheffield,49.8,63.8,57,50.6,80.17,,6.9,,235.16,0,0,,13.9,,1014.2,53.38311,-1.46455
2004-7-18T23:0:0,sheffield,49.2,65.1,58,50.7,77.91,,10.9,,206.52,0,4,,15.6,,1016.1,53.38311,-1.46455
2004-7-19T23:0:0,sheffield,55.4,71.3,61.6,54.7,79.2,,14.8,,170.48,0.3,4,,11,,1012.1,53.38311,-1.46455
2004-7-20T23:0:0,sheffield,58.1,69.3,62.6,57.8,84.74,,9.8,,212.36,0.1,8,,13.4,,1012.4,53.38311,-1.46455
2004-7-21T23:0:0,sheffield,56,67.7,60.7,56.8,87.31,,8.1,,224.6,0,0,,11.8,,1016.8,53.38311,-1.46455
2004-7-22T23:0:0,sheffield,49.7,67.5,59.1,51.9,78.71,,11.6,,283.16,0,0,,13.3,,1021,53.38311,-1.46455
2004-7-23T23:0:0,sheffield,51.1,62.5,56.6,50.4,80.37,,13.9,,253.92,0,0,,13.4,,1024.7,53.38311,-1.46455
2004-7-24T23:0:0,sheffield,52.5,58.9,55.1,52.2,89.98,,14,,267.2,0.2,16,,9.5,,1018.8,53.38311,-1.46455
2004-7-25T23:0:0,sheffield,53.8,65.4,58.7,54,84.87,,8.1,,287.52,0.2,8,,10.4,,1017.5,53.38311,-1.46455
2004-7-26T23:0:0,sheffield,53,63.8,59,55.4,87.99,,5.8,,250.76,0,4,,8.1,,1020.1,53.38311,-1.46455
2004-7-27T23:0:0,sheffield,58.5,73.4,65.8,58.2,77.79,,10.1,,156.12,0,0,,9,,1018.7,53.38311,-1.46455
2004-7-28T23:0:0,sheffield,57,75.8,66.7,58.9,76.92,,12.8,,165.64,0,4,,8,,1014.6,53.38311,-1.46455
2004-7-29T23:0:0,sheffield,56.9,68.6,62.7,57.5,83.79,,9.2,,272.88,0,8,,11.8,,1018.6,53.38311,-1.46455
2004-7-30T23:0:0,sheffield,55.5,69,61,54.7,80.22,,5.8,,267.24,0,4,,15.1,,1021.6,53.38311,-1.46455
2004-7-31T23:0:0,sheffield,55.2,69.6,61.2,57.3,87.58,,13.8,,120.12,0,0,,5.9,,1021,53.38311,-1.46455
2004-8-1T23:0:0,sheffield,54.9,72,62.5,58.6,87.93,,17.9,,95.6,0,0,,3.5,,1016,53.38311,-1.46455
2004-8-2T23:0:0,sheffield,59.6,70,64.5,61.9,91.34,,14,,95.84,0,4,,2.7,,1011.9,53.38311,-1.46455
2004-8-3T23:0:0,sheffield,59,68.6,63.2,60.2,90.23,,14.9,,66.76,0.1,4,,3.7,,1012.5,53.38311,-1.46455
2004-8-4T23:0:0,sheffield,58.7,75,64.3,59.7,86.16,,14.5,,89.75,0,4,,4.7,,1013.5,53.38311,-1.46455
2004-8-5T23:0:0,sheffield,60.6,74.7,66.1,59.8,81.38,,9.3,,218.96,0.2,4,,11.2,,1014.1,53.38311,-1.46455
2004-8-6T23:0:0,sheffield,60.4,79,69.2,58.2,71,,12.1,,156.4,0,0,,10.7,,1012.8,53.38311,-1.46455
2004-8-7T23:0:0,sheffield,59.1,81.3,70.3,60.1,72.15,81.9,17.9,,117.84,0,0,,7.2,,1005.2,53.38311,-1.46455
2004-8-8T23:0:0,sheffield,62.4,71,66.8,63.7,89.99,,12.1,,130.04,0.3,12,,5.2,,1006,53.38311,-1.46455
2004-8-9T23:0:0,sheffield,61.6,70.7,64.6,62,91.86,,15.3,,129.4,1,16,,6,,1007.8,53.38311,-1.46455
2004-8-10T23:0:0,sheffield,57.5,70.9,64,57.3,79.79,,9.2,,174.56,0.1,4,,13.2,,1008.1,53.38311,-1.46455
2004-8-11T23:0:0,sheffield,58.9,71.4,63.2,58.4,85.27,,12.7,,120.56,0.3,8,,11.7,,1003.1,53.38311,-1.46455
2004-8-12T23:0:0,sheffield,57.2,62.8,59.6,57.9,94.17,,6.4,,275.04,0.1,8,,3.9,,1006.6,53.38311,-1.46455
2004-8-13T23:0:0,sheffield,52.4,69.8,61.6,56.1,82.85,,7,,181.08,0,0,,7.3,,1016.8,53.38311,-1.46455
2004-8-14T23:0:0,sheffield,57.4,72.6,64,57.4,80.3,,9.3,,215.48,0,0,,14,,1014.8,53.38311,-1.46455
2004-8-15T23:0:0,sheffield,58.2,69.1,62.7,56.8,82.08,,15,,226.48,0.1,8,,16,,1004.8,53.38311,-1.46455
2004-8-16T23:0:0,sheffield,56,70.1,62.3,56.6,83.06,,9.8,,193.76,0.2,8,,12.1,,1000.3,53.38311,-1.46455
2004-8-17T23:0:0,sheffield,56.7,69.5,61.7,57.3,85.8,,16.3,,155.6,0.4,8,,13.2,,995.3,53.38311,-1.46455
2004-8-18T23:0:0,sheffield,54.4,67.3,60,52.7,78.46,,19.7,,223.64,0.3,8,,15.5,,996.9,53.38311,-1.46455
2004-8-19T23:0:0,sheffield,50.6,57.1,54.6,52.6,93,,14.4,,168.12,0.6,8,,9.8,,1003.8,53.38311,-1.46455
2004-8-20T23:0:0,sheffield,47.9,62,54.1,46.4,77.3,,10.1,,260.68,0,4,,13.7,,1016.5,53.38311,-1.46455
2004-8-21T23:0:0,sheffield,47.6,65.2,56.7,46.7,70.38,,10.1,,141.96,0,0,,16.1,,1018,53.38311,-1.46455
2004-8-22T23:0:0,sheffield,53.7,61.6,57,54.9,92.92,,15.9,,141.52,0.6,12,,7.1,,1009,53.38311,-1.46455
2004-8-23T23:0:0,sheffield,54.7,64.6,58,55.9,92.87,,9.9,,236.36,0.4,8,,8.6,,1004.4,53.38311,-1.46455
2004-8-24T23:0:0,sheffield,53,63.2,57.2,54.6,91.5,,12,,278.84,0.6,8,,8.7,,1007,53.38311,-1.46455
2004-8-25T23:0:0,sheffield,53.9,61.3,57.7,51.7,80.94,,16.4,,275,0,4,,14.4,,1015.3,53.38311,-1.46455
2004-8-26T23:0:0,sheffield,51.5,63,58,51.2,79.28,,19,,262.6,0.2,12,,19.3,,1007.9,53.38311,-1.46455
2004-8-27T23:0:0,sheffield,47.5,59.6,53.9,46.1,76.55,,8.8,,253.48,0,0,,18.5,,1011.8,53.38311,-1.46455
2004-8-28T23:0:0,sheffield,50.6,61,55.4,48.9,79.47,,17.3,,236.68,0,8,,18.8,,1007.7,53.38311,-1.46455
2004-8-29T23:0:0,sheffield,51.6,59.9,55.4,50.4,83.7,,12.8,,290.96,0.2,12,,13.7,,1012,53.38311,-1.46455
2004-8-30T23:0:0,sheffield,48.9,61,54.7,48,79.57,,8.6,,294.72,0,0,,13,,1018.4,53.38311,-1.46455
2004-8-31T23:0:0,sheffield,45.7,65.6,55.3,47,75.48,,6.4,,202.16,0,0,,12.7,,1016.4,53.38311,-1.46455
2004-9-1T23:0:0,sheffield,51.1,68,59.5,50,71.81,,7,,202,0,0,,11.4,,1016.2,53.38311,-1.46455
2004-9-2T23:0:0,sheffield,53.9,69.5,62,52.6,72.1,,13.7,,215.92,0,0,,11.9,,1020.5,53.38311,-1.46455
2004-9-3T23:0:0,sheffield,58.8,70.9,63.9,57.9,81.26,,11.1,,253.96,0,0,,17.4,,1026.9,53.38311,-1.46455
2004-9-4T23:0:0,sheffield,57.4,75.4,65.5,59.2,81.26,,11,,131.32,0,0,,8.7,,1028.5,53.38311,-1.46455
2004-9-5T23:0:0,sheffield,56.3,65,60.5,57.4,89.73,,19,,72.2,0,0,,4.5,,1031.2,53.38311,-1.46455
2004-9-6T23:0:0,sheffield,52,65.7,57.2,50.1,78.36,,23.8,,64.52,0,0,,14.6,,1035.2,53.38311,-1.46455
2004-9-7T23:0:0,sheffield,50.4,68.2,57,49.7,78.89,,23.3,,76.8,0,0,,12.9,,1034.4,53.38311,-1.46455
2004-9-8T23:0:0,sheffield,53.8,72.3,61.1,53,76.95,,19.6,,102.04,0,0,,10.9,,1025.7,53.38311,-1.46455
2004-9-9T23:0:0,sheffield,53.1,63.7,58.8,55.3,88.22,,12.2,,133.92,0.1,4,,4.9,,1012.1,53.38311,-1.46455
2004-9-10T23:0:0,sheffield,51.2,63.2,59,52.3,79.65,,19.7,,230.64,0,4,,15.4,,1006.6,53.38311,-1.46455
2004-9-11T23:0:0,sheffield,47.9,58.7,53.3,47.7,81.92,,23.2,,238.16,0.2,8,,17.1,,1008.2,53.38311,-1.46455
2004-9-12T23:0:0,sheffield,48.4,58.2,53.4,46.1,77.24,,26.6,,192.44,0.1,12,,17.1,,1005.8,53.38311,-1.46455
2004-9-13T23:0:0,sheffield,48.2,56.1,51.3,46.5,83.8,,27.6,,238.28,0.1,4,,16.1,,997.8,53.38311,-1.46455
2004-9-14T23:0:0,sheffield,46.1,58.7,51.4,43.5,76.4,,10.8,,281.4,0.1,4,,18.7,,1017.8,53.38311,-1.46455
2004-9-15T23:0:0,sheffield,43.7,59.4,52.6,46.3,79.43,,20.5,,206.64,0,0,,15.2,,1020.8,53.38311,-1.46455
2004-9-16T23:0:0,sheffield,53.3,60.7,56.9,54.4,91.71,,16.1,,212.52,0.2,8,,9.8,,1013.4,53.38311,-1.46455
2004-9-17T23:0:0,sheffield,49,59.2,55.3,50.6,84.56,,23,,231.72,0.1,8,0,19.6,,1007.4,53.38311,-1.46455
2004-9-18T23:0:0,sheffield,45.2,58.1,52.1,45.8,80.09,,19.7,,239.84,0,4,,19.6,,1012.7,53.38311,-1.46455
2004-9-19T23:0:0,sheffield,49.4,57.4,53.9,46.9,77.92,,23.2,,248.84,0.1,12,,17.2,,1004.3,53.38311,-1.46455
2004-9-20T23:0:0,sheffield,49,54.8,51.6,43,72.68,,24.1,,273.92,0,4,,14.4,,1014.2,53.38311,-1.46455
2004-9-21T23:0:0,sheffield,49.7,58.1,54,51.6,91.8,,15,,273.36,0,4,,7.2,,1014.2,53.38311,-1.46455
2004-9-22T23:0:0,sheffield,48.6,57.5,54.8,49.7,83.56,,15.6,,299.72,0,4,,19.4,,1012,53.38311,-1.46455
2004-9-23T23:0:0,sheffield,41.2,54.6,47.8,40.2,75.61,,11.4,,297.84,0,0,,21.9,,1021.5,53.38311,-1.46455
2004-9-24T23:0:0,sheffield,44.2,58.2,51.3,48.7,90.86,,12.7,,273.44,0,4,,11.6,,1021.4,53.38311,-1.46455
2004-9-25T23:0:0,sheffield,52.2,62.5,56.5,53.1,88.94,,21.6,,266.72,0,0,,12.2,,1020.9,53.38311,-1.46455
2004-9-26T23:0:0,sheffield,55.6,60.7,57.7,55.7,93.01,,15.7,,280.04,0,4,,8.9,,1020.4,53.38311,-1.46455
2004-9-27T23:0:0,sheffield,51.5,59.9,55.5,52.3,89.09,,14,,266.92,0,0,,13.3,,1016.6,53.38311,-1.46455
2004-9-28T23:0:0,sheffield,49.7,54.9,52.7,50.3,91.55,,9.3,,156.52,0,0,,6.4,,1017.6,53.38311,-1.46455
2004-9-29T23:0:0,sheffield,51.1,60.2,54.9,53,93.38,,10.3,,225.84,0.1,8,,6.9,,1016.1,53.38311,-1.46455
2004-9-30T23:0:0,sheffield,47.3,57.5,51.8,48.9,90.13,,14.3,,215.12,0,4,,9,,1014.7,53.38311,-1.46455
2004-10-1T23:0:0,sheffield,45.9,55.8,50.1,45.3,84.16,,18.1,,225.56,0,4,,13.6,,1011.9,53.38311,-1.46455
2004-10-2T23:0:0,sheffield,45.2,56.9,51,49,92.85,,20.4,,199.56,0.1,4,,8.8,,1011.2,53.38311,-1.46455
2004-10-3T23:0:0,sheffield,44.8,58.3,52.6,45.6,78.54,,24.4,,226.16,0.2,8,,18.6,,1002.7,53.38311,-1.46455
2004-10-4T23:0:0,sheffield,44.8,56.9,49.9,44.7,82.82,,26.3,,222.32,0,4,,17.6,,1004.3,53.38311,-1.46455
2004-10-5T23:0:0,sheffield,42.8,53.9,47.4,42.8,84.77,,21.6,,241.52,0,0,,18.9,,1008,53.38311,-1.46455
2004-10-6T23:0:0,sheffield,40.7,55.1,47.3,44.2,89.37,,10.8,,240.64,0,0,,13,,1014.7,53.38311,-1.46455
2004-10-7T23:0:0,sheffield,45.4,54.9,48.4,44.1,85.53,,12.7,,66.08,0,0,,13.7,,1021,53.38311,-1.46455
2004-10-8T23:0:0,sheffield,42.5,53.1,46.7,42.3,84.88,,16.8,,77.44,0,0,,17.5,,1022.2,53.38311,-1.46455
2004-10-9T23:0:0,sheffield,44.4,53.6,47.9,42.1,81.18,,21.9,,72.64,0,0,,17.1,,1018.6,53.38311,-1.46455
2004-10-10T23:0:0,sheffield,44.5,52.2,47.5,40.9,78.41,,22.4,,82.84,0,0,,14.2,,1018.2,53.38311,-1.46455
2004-10-11T23:0:0,sheffield,45,52.2,48.4,46.1,91.63,,26.4,,84.92,0.1,4,,4.5,,1011.3,53.38311,-1.46455
2004-10-12T23:0:0,sheffield,45.1,52.5,48.7,47.5,95.7,,14.4,,181.2,0.4,8,,3.5,,1003.5,53.38311,-1.46455
2004-10-13T23:0:0,sheffield,42,49.7,45.2,43.4,93.64,,8.1,,155.96,0,0,,7.3,,995.6,53.38311,-1.46455
2004-10-14T23:0:0,sheffield,42.6,48.8,44.9,43.2,93.88,,7.5,,257.24,0.1,4,,4.7,,994.8,53.38311,-1.46455
2004-10-15T23:0:0,sheffield,43.6,52.3,46.2,43.8,91.35,,11.4,,192.88,0.4,8,,7.8,,996.5,53.38311,-1.46455
2004-10-16T23:0:0,sheffield,43.1,49.9,45.6,43.1,91.16,,9.8,,279.36,0.1,8,,10.9,,1001.5,53.38311,-1.46455
2004-10-17T23:0:0,sheffield,40.8,51.1,45.7,42.4,88.54,,8.3,,225.8,0,8,,11.1,,1006.5,53.38311,-1.46455
2004-10-18T23:0:0,sheffield,39.6,48.5,44.2,42.1,92.48,,18.9,,167.6,0.1,8,,8.2,,1002.4,53.38311,-1.46455
2004-10-19T23:0:0,sheffield,45.7,54.9,49.3,48.8,98.04,,18.3,,94.2,0.4,8,,1.9,,991.8,53.38311,-1.46455
2004-10-20T23:0:0,sheffield,41.6,54.9,47.2,42.2,82.94,,37.8,,221.36,0.4,12,,15.4,,994.9,53.38311,-1.46455
2004-10-21T23:0:0,sheffield,46.5,56.7,51.8,48.5,88.69,,27.4,,212.28,0.3,8,,14.1,,1001.8,53.38311,-1.46455
2004-10-22T23:0:0,sheffield,52.5,57.8,55.3,52.3,89.64,,28,,198.44,0.3,12,0,12.4,,998.4,53.38311,-1.46455
2004-10-23T23:0:0,sheffield,52,58.7,55.3,50,82.58,,18.9,,202.84,0.2,8,,10.7,,997.3,53.38311,-1.46455
2004-10-24T23:0:0,sheffield,45.3,52.8,49.2,45.5,87.01,,28.8,,240.56,0.1,8,,17.1,,997.9,53.38311,-1.46455
2004-10-25T23:0:0,sheffield,38.8,50.7,44.5,40.7,86.73,,10.4,,204.76,0,0,,16.3,,1010.3,53.38311,-1.46455
2004-10-26T23:0:0,sheffield,39,49.6,44.5,42.1,91.77,,27.5,,109.16,0,4,,6.4,,999.2,53.38311,-1.46455
2004-10-27T23:0:0,sheffield,47.1,56.8,51.6,47.9,87.54,,20.4,,135.68,0.1,8,,11.4,,989.5,53.38311,-1.46455
2004-10-28T23:0:0,sheffield,47.5,54,50.2,48,92.18,,14.9,,121.96,0.1,12,,10,,992.7,53.38311,-1.46455
2004-10-29T23:0:0,sheffield,47,54,49.9,48.8,95.95,,12.2,,56.56,0.1,4,,2.8,,1008.4,53.38311,-1.46455
2004-10-30T23:0:0,sheffield,45.8,54.1,49.5,47,90.93,,9.3,,241.42,0,0,,3.7,,1022.5,53.38311,-1.46455
2004-11-1T0:0:0,sheffield,44.8,50,47.2,44.3,89.54,,9.2,,91.44,0,4,,6.4,,1024.4,53.38311,-1.46455
2004-11-2T0:0:0,sheffield,46.3,48.6,47.5,46.4,95.85,,15.9,,89.44,0,8,,2.9,,1019.3,53.38311,-1.46455
2004-11-3T0:0:0,sheffield,45.4,52.2,48.8,46.9,93.31,,10.4,,180.64,0,0,,4.1,,1014.4,53.38311,-1.46455
2004-11-4T0:0:0,sheffield,45.4,50.2,47.6,42.7,83.67,,14.3,,258.24,0.1,4,,12.3,,1018.8,53.38311,-1.46455
2004-11-5T0:0:0,sheffield,42.8,49.5,46.5,42.5,85.67,,14.3,,271.28,0,0,,8.7,,1028.6,53.38311,-1.46455
2004-11-6T0:0:0,sheffield,47.1,52.4,50.1,48.8,95.28,,9.9,,296.04,0.1,12,,4,,1026.4,53.38311,-1.46455
2004-11-7T0:0:0,sheffield,47.6,51.6,50.1,49,96.12,,10.4,,301.52,0.1,12,,4.4,,1024.2,53.38311,-1.46455
2004-11-8T0:0:0,sheffield,45.4,50.4,48.4,46.9,94.42,,8.2,,202.24,0,8,,7.9,,1019.2,53.38311,-1.46455
2004-11-9T0:0:0,sheffield,40.3,47.4,44.9,42.9,92.8,,10.5,,256.64,0,12,,6.5,,1015.3,53.38311,-1.46455
2004-11-10T0:0:0,sheffield,38,46.6,42.8,37.9,82.88,,16.1,,319.4,0,4,,16.2,,1018,53.38311,-1.46455
2004-11-11T0:0:0,sheffield,37.2,50.6,44.1,40.2,86.51,,14,,261.6,0,8,,10.3,,1023.3,53.38311,-1.46455
2004-11-12T0:0:0,sheffield,34.3,51.5,46,40.2,80.82,,20.8,,292.88,0,8,,12.5,,1022.5,53.38311,-1.46455
2004-11-13T0:0:0,sheffield,31.2,43.2,36.1,27.3,70.79,,11.8,,258.52,0,0,,18.2,,1035.7,53.38311,-1.46455
2004-11-14T0:0:0,sheffield,33.5,45.3,39.3,35,84.47,,16.4,,250.36,0,0,,12.4,,1035.1,53.38311,-1.46455
2004-11-15T0:0:0,sheffield,43.1,50.1,46.3,42.4,86.38,,18.5,,269,0,4,,13.2,,1026.6,53.38311,-1.46455
2004-11-16T0:0:0,sheffield,46.5,51.2,49.2,47.6,94,,13.3,,256.64,0.1,12,,8.1,,1024.3,53.38311,-1.46455
2004-11-17T0:0:0,sheffield,46.1,52,50.2,47.9,92,,22.2,,260.08,0.4,20,,9.4,,1018.2,53.38311,-1.46455
2004-11-18T0:0:0,sheffield,31.4,46.4,38.7,35.6,89.12,,19.2,,209.84,0.7,16,,8.5,,1013,53.38311,-1.46455
2004-11-19T0:0:0,sheffield,28.3,36.7,31.3,26.6,82.9,,7,,262.4,0.2,8,,13,,1021.7,53.38311,-1.46455
2004-11-20T0:0:0,sheffield,29.3,36.3,31.8,28.7,88.26,,9.9,,186.68,0,4,,8,,1024.5,53.38311,-1.46455
2004-11-21T0:0:0,sheffield,29.3,48.5,39.1,37.9,95.44,,16.5,,182.44,0.1,4,,5.6,,1018.8,53.38311,-1.46455
2004-11-22T0:0:0,sheffield,48.5,53.8,50.9,45.4,81.79,,22.2,,272.12,0,0,,13.5,,1015,53.38311,-1.46455
2004-11-23T0:0:0,sheffield,47.1,50.1,48.3,46.9,95.16,,11.4,,248.8,0,8,,4.8,,1027,53.38311,-1.46455
2004-11-24T0:0:0,sheffield,43,49.4,46.7,44.7,93.12,,7,,210.08,0,4,,4.8,,1029.6,53.38311,-1.46455
2004-11-25T0:0:0,sheffield,43.2,49.2,46.2,43.1,88.99,,17,,202.08,0,4,,5.2,,1023,53.38311,-1.46455
2004-11-26T0:0:0,sheffield,39.9,48.7,46,44,92.91,,17,,258.96,0.2,8,,6.5,,1019.3,53.38311,-1.46455
2004-11-27T0:0:0,sheffield,39.9,45.7,42.9,40.5,91.23,,13.3,,233.12,0,4,,9.6,,1020.4,53.38311,-1.46455
2004-11-28T0:0:0,sheffield,37,43.7,40.7,37.5,88.18,,16.1,,325.8,0.1,12,,14,,1015,53.38311,-1.46455
2004-11-29T0:0:0,sheffield,34.6,43.2,37.5,33.6,86.25,,9.7,,228.72,0,0,,12.3,,1020.3,53.38311,-1.46455
2004-11-30T0:0:0,sheffield,34.1,43.1,39.4,36.4,89.15,,10.4,,184.2,0,0,,5.5,,1013.1,53.38311,-1.46455
2004-12-1T0:0:0,sheffield,38.6,43.2,40.2,36.2,85.47,,6.3,,160.36,0,0,,5.8,,1011,53.38311,-1.46455
2004-12-2T0:0:0,sheffield,33.5,41.6,38.1,35.1,89.23,,6.1,,234.92,0,0,,5.1,,1015.2,53.38311,-1.46455
2004-12-3T0:0:0,sheffield,32.1,46.2,38.6,37.7,96.63,,8.4,,231.24,0.1,12,,4.3,,1021.6,53.38311,-1.46455
2004-12-4T0:0:0,sheffield,43.5,47.3,45.5,43.5,92.94,,15.7,,253.6,0,4,,10.1,,1027.5,53.38311,-1.46455
2004-12-5T0:0:0,sheffield,42.4,48.5,45.4,43.2,92.13,,12,,254,0,0,,8.5,,1028.5,53.38311,-1.46455
2004-12-6T0:0:0,sheffield,44.8,48.2,46.8,42.3,84.16,,20.2,,242.36,0,0,,13.4,,1026.1,53.38311,-1.46455
2004-12-7T0:0:0,sheffield,40.3,47.6,43.9,41.2,90.07,,6.4,,183.6,0,0,,6.7,,1029.3,53.38311,-1.46455
2004-12-8T0:0:0,sheffield,42.1,48,45.1,43.1,92.98,,8.1,,187.48,0,0,,3.3,,1030.5,53.38311,-1.46455
2004-12-9T0:0:0,sheffield,33.7,43.1,39.4,36.6,89.88,,11,,171.8,0,0,,3.7,,1025.6,53.38311,-1.46455
2004-12-10T0:0:0,sheffield,31.9,43.9,38.5,36.9,93.97,,7.5,,228.04,0,0,,2.1,,1023.2,53.38311,-1.46455
2004-12-11T0:0:0,sheffield,40.3,49,44.4,42.1,91.39,,7.7,,198.88,0,0,,5,,1028.2,53.38311,-1.46455
2004-12-12T0:0:0,sheffield,39.7,42.4,41.3,40,95.05,,12.7,,139.44,0,0,,3.1,,1029,53.38311,-1.46455
2004-12-13T0:0:0,sheffield,34.7,39.7,37.2,35.1,91.74,,10.1,,197.96,0,0,,3,,1027,53.38311,-1.46455
2004-12-14T0:0:0,sheffield,38.3,47.5,44,41.6,91.21,,23.6,,212.4,0.1,8,,3.8,,1020.2,53.38311,-1.46455
2004-12-15T0:0:0,sheffield,42,48.7,46.3,43.3,89.56,,23.1,,235.92,0,8,,8.2,,1014.9,53.38311,-1.46455
2004-12-16T0:0:0,sheffield,42.2,50.1,45.9,41.3,83.95,,24.3,,245.4,0.1,8,,9.1,,1000.6,53.38311,-1.46455
2004-12-17T0:0:0,sheffield,34.8,42.5,38.9,34.7,84.99,,19.1,,277.8,0.1,8,,11.6,,998.6,53.38311,-1.46455
2004-12-18T0:0:0,sheffield,33.2,41.1,36.9,34,89.02,,14.9,,214.24,0.1,12,,12.2,,1007,53.38311,-1.46455
2004-12-19T0:0:0,sheffield,29.9,39.4,33.8,27.7,78.36,,20.2,,93.24,0,0,,13.4,,1014.7,53.38311,-1.46455
2004-12-20T0:0:0,sheffield,28.4,36.2,32.7,30.3,90.7,,15,,210.84,0.1,8,,5.6,,1017.6,53.38311,-1.46455
2004-12-21T0:0:0,sheffield,32.7,39.3,35.7,33.1,90.37,,20.8,,225.88,0,4,,5.8,,1022.9,53.38311,-1.46455
2004-12-22T0:0:0,sheffield,38.3,50.9,46.3,44.7,93.98,,25.3,,261.48,0.3,12,,6.6,,1010.8,53.38311,-1.46455
2004-12-23T0:0:0,sheffield,45.4,51.5,48.9,42.9,80.12,,28.4,,261.44,0,8,,14.6,,1005.1,53.38311,-1.46455
2004-12-24T0:0:0,sheffield,34.7,46.1,41.2,36.1,82.31,,22.5,,251.28,0.1,12,,13.1,,996.3,53.38311,-1.46455
2004-12-25T0:0:0,sheffield,29.4,34.7,32.5,30,90.68,,14.4,,265.92,0,4,,10.1,,994.6,53.38311,-1.46455
2004-12-26T0:0:0,sheffield,28.4,35.6,31.1,28.5,90.24,,6.9,,268.36,0,4,,12,,1011.5,53.38311,-1.46455
2004-12-27T0:0:0,sheffield,29,42.1,34.8,33.1,93.5,,20.4,,216.92,0.2,4,,10.8,,1013.8,53.38311,-1.46455
2004-12-28T0:0:0,sheffield,34.5,41.2,37.7,34.5,88.42,,16.7,,283.32,0.4,16,,11.9,,1007.5,53.38311,-1.46455
2004-12-29T0:0:0,sheffield,36.9,48.9,42.1,40.4,93.49,,18.6,,254.39,0.1,8,,10.9,,1022.7,53.38311,-1.46455
2004-12-30T0:0:0,sheffield,46.2,52.1,48.9,45.6,88.5,,20.3,,243.04,0,0,,14.1,,1022.5,53.38311,-1.46455
2004-12-31T0:0:0,sheffield,36.2,48.7,42.6,40.3,91.55,,27.5,,233.5,0,0,,14.1,,1014.6,53.38311,-1.46455
2005-1-1T0:0:0,sheffield,35.5,47.6,42.5,39.6,89.85,,30.6,43.8,233.4,0.1,8,,14.7,,1013.9,53.38311,-1.46455
2005-1-2T0:0:0,sheffield,34.4,40.7,37.6,32,80.1,,24.2,46.1,270.88,0,4,,11.7,,1021.2,53.38311,-1.46455
2005-1-3T0:0:0,sheffield,40.7,46.5,43.5,39.5,85.74,,27,,256.4,0,0,,16.5,,1027.3,53.38311,-1.46455
2005-1-4T0:0:0,sheffield,35,46.7,42.3,37.3,82.4,,33.5,46.1,252.6,0.1,4,,14.9,,1019.4,53.38311,-1.46455
2005-1-5T0:0:0,sheffield,34.4,44,39.6,36.3,88,,22.1,,237.88,0.1,4,,13.9,,1018.1,53.38311,-1.46455
2005-1-6T0:0:0,sheffield,35.7,50,43.7,39.2,84.06,,25.3,38,235.04,0,0,,14.3,,1021.8,53.38311,-1.46455
2005-1-7T0:0:0,sheffield,47,53.3,51,45.6,81.98,,38.8,55.3,228.72,0,4,,14.6,,1010.7,53.38311,-1.46455
2005-1-8T0:0:0,sheffield,35.9,49.5,41,33.6,74.81,,42.8,58.8,241.92,0.1,4,,13,,1005.1,53.38311,-1.46455
2005-1-9T0:0:0,sheffield,38.9,52.9,45.8,41.7,85.74,,33.1,38,216.08,0,4,,12.4,,1012.2,53.38311,-1.46455
2005-1-10T0:0:0,sheffield,42.4,52.7,48.5,42.8,81,,41.9,42.5,233.28,0,4,,12.7,,1009.6,53.38311,-1.46455
2005-1-11T0:0:0,sheffield,40.1,51.7,43.9,38.8,83.07,,34.2,43.8,207.48,0,4,,11.6,,1010.1,53.38311,-1.46455
2005-1-12T0:0:0,sheffield,34.4,44.4,39.9,32.2,74.11,,26.2,38,248.32,0,4,,15,,1015,53.38311,-1.46455
